trace,distribution,bin,count,fraction,threshold,fraction_at_or_above_threshold,variant
410.bwaves-945B,support,14,0,0.0,not_applicable,,SetAssociativeWAM
410.bwaves-945B,support,15,0,0.0,not_applicable,,SetAssociativeWAM
410.bwaves-945B,support,16,0,0.0,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,2,59,0.14974619289340102,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,3,44,0.1116751269035533,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,4,42,0.1065989847715736,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,5,29,0.07360406091370558,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,6,27,0.06852791878172589,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,7,21,0.0532994923857868,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,8,24,0.06091370558375635,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,9,23,0.0583756345177665,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,10,12,0.030456852791878174,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,11,9,0.02284263959390863,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,12,8,0.02030456852791878,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,13,10,0.025380710659898477,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,14,7,0.017766497461928935,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,15,4,0.01015228426395939,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,16,75,0.19035532994923857,not_applicable,not_applicable,DirectMappedWAM
416.gamess-875B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,2,63,0.18155619596541786,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,3,42,0.12103746397694524,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,4,45,0.12968299711815562,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,5,33,0.09510086455331412,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,6,19,0.05475504322766571,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,7,17,0.04899135446685879,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,8,19,0.05475504322766571,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,9,10,0.02881844380403458,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,10,6,0.01729106628242075,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,11,8,0.023054755043227664,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,12,9,0.025936599423631124,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,13,6,0.01729106628242075,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,14,6,0.01729106628242075,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,15,4,0.011527377521613832,not_applicable,,SetAssociativeWAM
416.gamess-875B,support,16,60,0.1729106628242075,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,2,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,3,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,4,1,0.14285714285714285,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,5,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,6,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,7,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,8,1,0.14285714285714285,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,9,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,10,2,0.2857142857142857,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,11,1,0.14285714285714285,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,12,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,13,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,14,1,0.14285714285714285,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,15,0,0.0,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,16,1,0.14285714285714285,not_applicable,not_applicable,DirectMappedWAM
429.mcf-217B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,2,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,3,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,4,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,5,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,6,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,7,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,8,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,9,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,10,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,11,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,12,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,13,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,14,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,15,0,0.0,not_applicable,,SetAssociativeWAM
429.mcf-217B,support,16,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,2,520,0.19216555801921656,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,3,492,0.18181818181818182,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,4,455,0.1681448632668145,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,5,411,0.15188470066518847,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,6,259,0.09571322985957133,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,7,117,0.043237250554323724,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,8,8,0.0029563932002956393,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,9,5,0.0018477457501847746,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,10,5,0.0018477457501847746,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,11,6,0.0022172949002217295,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,12,7,0.0025868440502586844,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,13,4,0.0014781966001478197,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,14,5,0.0018477457501847746,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,15,3,0.0011086474501108647,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,16,409,0.15114560236511457,not_applicable,not_applicable,DirectMappedWAM
434.zeusmp-10B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,2,6,0.1111111111111111,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,3,11,0.2037037037037037,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,4,7,0.12962962962962962,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,5,13,0.24074074074074073,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,6,5,0.09259259259259259,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,7,3,0.05555555555555555,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,8,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,9,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,10,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,11,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,12,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,13,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,14,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,15,0,0.0,not_applicable,,SetAssociativeWAM
434.zeusmp-10B,support,16,9,0.16666666666666666,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,2,25,0.5102040816326531,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,3,5,0.10204081632653061,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,4,5,0.10204081632653061,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,5,3,0.061224489795918366,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,6,2,0.04081632653061224,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,7,1,0.02040816326530612,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,8,0,0.0,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,9,0,0.0,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,10,0,0.0,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,11,0,0.0,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,12,1,0.02040816326530612,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,13,3,0.061224489795918366,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,14,1,0.02040816326530612,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,15,1,0.02040816326530612,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,16,2,0.04081632653061224,not_applicable,not_applicable,DirectMappedWAM
435.gromacs-111B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,2,4,0.4,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,3,2,0.2,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,4,3,0.3,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,5,1,0.1,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,6,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,7,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,8,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,9,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,10,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,11,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,12,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,13,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,14,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,15,0,0.0,not_applicable,,SetAssociativeWAM
435.gromacs-111B,support,16,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,2,8,0.4444444444444444,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,3,3,0.16666666666666666,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,4,2,0.1111111111111111,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,5,1,0.05555555555555555,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,6,1,0.05555555555555555,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,7,1,0.05555555555555555,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,8,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,9,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,10,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,11,1,0.05555555555555555,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,12,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,13,1,0.05555555555555555,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,14,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,15,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,16,0,0.0,not_applicable,not_applicable,DirectMappedWAM
447.dealII-3B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,2,11,0.5789473684210527,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,3,5,0.2631578947368421,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,4,2,0.10526315789473684,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,5,1,0.05263157894736842,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,6,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,7,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,8,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,9,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,10,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,11,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,12,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,13,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,14,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,15,0,0.0,not_applicable,,SetAssociativeWAM
447.dealII-3B,support,16,0,0.0,not_applicable,,SetAssociativeWAM
453.povray-576B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,2,37,0.03165098374679213,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,3,35,0.029940119760479042,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,4,27,0.023096663815226688,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,5,41,0.03507271171941831,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,6,26,0.022241231822070145,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,7,28,0.023952095808383235,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,8,23,0.019674935842600515,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,9,41,0.03507271171941831,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,10,33,0.028229255774165955,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,11,29,0.02480752780153978,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,12,15,0.01283147989734816,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,13,28,0.023952095808383235,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,14,25,0.0213857998289136,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,15,33,0.028229255774165955,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,16,748,0.6398631308810949,not_applicable,not_applicable,DirectMappedWAM
453.povray-576B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
453.povray-576B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
453.povray-576B,support,2,2,0.006600660066006601,not_applicable,,SetAssociativeWAM
453.povray-576B,support,3,2,0.006600660066006601,not_applicable,,SetAssociativeWAM
453.povray-576B,support,4,3,0.009900990099009901,not_applicable,,SetAssociativeWAM
453.povray-576B,support,5,7,0.0231023102310231,not_applicable,,SetAssociativeWAM
453.povray-576B,support,6,6,0.019801980198019802,not_applicable,,SetAssociativeWAM
453.povray-576B,support,7,4,0.013201320132013201,not_applicable,,SetAssociativeWAM
453.povray-576B,support,8,4,0.013201320132013201,not_applicable,,SetAssociativeWAM
453.povray-576B,support,9,6,0.019801980198019802,not_applicable,,SetAssociativeWAM
453.povray-576B,support,10,3,0.009900990099009901,not_applicable,,SetAssociativeWAM
453.povray-576B,support,11,5,0.0165016501650165,not_applicable,,SetAssociativeWAM
453.povray-576B,support,12,2,0.006600660066006601,not_applicable,,SetAssociativeWAM
453.povray-576B,support,13,3,0.009900990099009901,not_applicable,,SetAssociativeWAM
453.povray-576B,support,14,1,0.0033003300330033004,not_applicable,,SetAssociativeWAM
453.povray-576B,support,15,3,0.009900990099009901,not_applicable,,SetAssociativeWAM
453.povray-576B,support,16,252,0.8316831683168316,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,2,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,3,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,4,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,5,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,6,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,7,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,8,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,9,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,10,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,11,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,12,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,13,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,14,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,15,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,16,0,0.0,not_applicable,not_applicable,DirectMappedWAM
454.calculix-104B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,2,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,3,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,4,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,5,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,6,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,7,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,8,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,9,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,10,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,11,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,12,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,13,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,14,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,15,0,0.0,not_applicable,,SetAssociativeWAM
454.calculix-104B,support,16,0,0.0,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,0,0,0.0,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,1,0,0.0,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,2,54,0.33540372670807456,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,3,9,0.055900621118012424,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,4,34,0.2111801242236025,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,5,18,0.11180124223602485,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,6,21,0.13043478260869565,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,7,8,0.049689440993788817,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,8,4,0.024844720496894408,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,9,2,0.012422360248447204,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,10,1,0.006211180124223602,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,11,3,0.018633540372670808,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,12,2,0.012422360248447204,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,13,2,0.012422360248447204,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,14,3,0.018633540372670808,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,15,0,0.0,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,16,0,0.0,not_applicable,not_applicable,DirectMappedWAM
465.tonto-44B,support,0,0,0.0,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,1,0,0.0,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,2,48,0.39344262295081966,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,3,10,0.08196721311475409,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,4,24,0.19672131147540983,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,5,19,0.1557377049180328,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,6,10,0.08196721311475409,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,7,5,0.040983606557377046,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,8,2,0.01639344262295082,not_applicable,,SetAssociativeWAM
465.tonto-44B,support,9,1,0.00819672131147541,not_applicable,,SetAssociativeWAM
