workload,category,window,window_index,winner,difference,gmc_confidence,wam_confidence,gmc_accuracy,wam_accuracy,context_reuse_depth16,context_entropy_depth1,context_entropy_depth16,entropy_reduction,h1_oracle_accuracy,h8_oracle_accuracy,h16_oracle_accuracy,h32_oracle_accuracy,stride_stability,delta_entropy,sequential_fraction,unique_lines,mean_reuse_distance,median_reuse_distance,gmc_late_prefetch_rate,wam_late_prefetch_rate,gmc_prefetch_precision,wam_prefetch_precision,gmc_coverage,wam_coverage,gmc_cache_pollution,wam_cache_pollution,gmc_bandwidth_bytes,wam_bandwidth_bytes
binary_tree_size65536_seed1_loads,tree,500,0,WAM,0.0012966782778780495,0.618,0.6240493034402632,0.08264462809917356,0.12396694214876033,0.4405940594059406,0.09148628630581251,0.08402933531721606,0.0074569509885964586,0.12550607287449392,0.1273100616016427,0.12526096033402923,0.12526997840172785,0.12506253126563283,5.2006867704872795,0.11022044088176353,61.0,57.58762886597938,16,0.0,0.0,0.5454545454545454,1.0,0.044,0.024,0,0,176,96
binary_tree_size65536_seed1_loads,tree,500,1,WAM,0.04876903699784152,0.556,0.6142435633687158,0.07024793388429752,0.12396694214876033,0.5029239766081871,0.09148628630581251,0.08402933531721606,0.0074569509885964586,0.12396694214876033,0.12578616352201258,0.12366737739872068,0.12362030905077263,0.12506253126563283,5.2006867704872795,0.11022044088176353,48.0,53.2659793814433,16,0.0,0.06666666666666667,0.65,0.6521739130434783,0.04,0.046,0,0,160,184
binary_tree_size65536_seed1_loads,tree,500,2,GMC-style,-0.01667371238338866,0.622,0.6036690102277786,0.08471074380165289,0.12396694214876033,0.4585635359116022,0.09148628630581251,0.08402933531721606,0.0074569509885964586,0.12396694214876033,0.12159329140461216,0.12366737739872068,0.12362030905077263,0.12506253126563283,5.2006867704872795,0.10821643286573146,52.0,54.44701030927835,16,0.0,0.0,0.45454545454545453,1.0,0.022,0.008,0,0,88,32
binary_tree_size65536_seed1_loads,tree,1000,0,WAM,0.0013441088276797686,0.628,0.6152401282138412,0.08231707317073171,0.12398373983739837,0.5736434108527132,0.09148628630581251,0.08402933531721606,0.0074569509885964586,0.12474849094567404,0.12563323201621074,0.12461695607763024,0.12461059190031153,0.12506253126563283,5.2006867704872795,0.1061061061061061,61.0,56.92786324786325,16,0.0,0.0,0.48,1.0,0.025,0.012,0,0,200,96
binary_tree_size65536_seed1_loads,tree,1000,1,WAM,0.24378723984930062,0.577,0.6198648590173501,0.07621951219512195,0.12601626016260162,0.5724907063197026,0.09148628630581251,0.08402933531721606,0.0074569509885964586,0.12704918032786885,0.1259029927760578,0.12695109261186263,0.12698412698412698,0.12506253126563283,5.2006867704872795,0.1111111111111111,62.0,54.526495726495725,16,0.0,0.16,0.4782608695652174,1.0,0.023,0.025,0,0,184,200
binary_tree_size65536_seed1_loads,tree,1000,2,WAM,0.05167016023639737,0.589,0.6039376053113427,0.07926829268292683,0.12398373983739837,0.49642857142857144,0.09148628630581251,0.08402933531721606,0.0074569509885964586,0.12668743509865005,0.12343096234309624,0.12658227848101267,0.12660944206008584,0.12506253126563283,5.2006867704872795,0.10810810810810811,62.0,54.84923076923077,16,0.0,0.1,0.5,1.0,0.012,0.01,0,0,96,80
binary_tree_size65536_seed2_loads,tree,100,0,WAM,0.21721420977425665,0.56,0.6015584227319521,0.07142857142857142,0.11904761904761904,0.06315789473684211,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.12121212121212122,0.13043478260869565,0.11904761904761904,0.11764705882352941,0.12506253126563283,5.819775196106805,0.09090909090909091,47.0,79.76830491474423,32.0,0.0,0.0,0.75,0.7857142857142857,0.04,0.14,0,0,32,112
binary_tree_size65536_seed2_loads,tree,100,1,WAM,0.13086105065878972,0.535,0.5857874493161955,0.07142857142857142,0.11904761904761904,0.010101010101010102,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.12345679012345678,0.13513513513513514,0.12121212121212122,0.11320754716981132,0.12506253126563283,5.819775196106805,0.0707070707070707,54.0,80.5025075225677,32.0,0.0,0.0,0.8,0.6842105263157895,0.1,0.19,0,0,80,152
binary_tree_size65536_seed2_loads,tree,100,2,WAM,0.5346329464401318,0.65,0.7208703727662457,0.07142857142857142,0.11904761904761904,0.07446808510638298,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.125,0.1095890410958904,0.12307692307692308,0.12244897959183673,0.12506253126563283,5.819775196106805,0.09090909090909091,58.0,82.66098294884654,32.0,0.0,0.0,0.25,0.7931034482758621,0.16,0.29,2,0,128,232
binary_tree_size65536_seed2_loads,tree,500,0,WAM,0.23272237508805915,0.558,0.6147908673914462,0.07644628099173553,0.12396694214876033,0.41007194244604317,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.12653061224489795,0.12422360248447205,0.12631578947368421,0.12636165577342048,0.12506253126563283,5.819775196106805,0.0841683366733467,82.0,81.95906432748538,32.0,0.0,0.0,0.21428571428571427,0.8695652173913043,0.028,0.046,0,0,112,184
binary_tree_size65536_seed2_loads,tree,500,1,WAM,0.00978871903004741,0.581,0.6248062955683921,0.07024793388429752,0.12396694214876033,0.31952662721893493,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.13245033112582782,0.1210762331838565,0.13211845102505695,0.1320754716981132,0.12506253126563283,5.819775196106805,0.08016032064128256,82.0,82.55054302422724,32.0,0.0,0.0,0.3939393939393939,0.5,0.066,0.06,2,11,264,240
binary_tree_size65536_seed2_loads,tree,500,2,WAM,0.12263528540458757,0.626,0.6081996904409808,0.0743801652892562,0.12396694214876033,0.3253731343283582,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.13186813186813187,0.125,0.1318181818181818,0.1320754716981132,0.12506253126563283,5.819775196106805,0.0841683366733467,94.0,87.90392648287386,32.0,0.11764705882352941,0.0,0.425,0.5238095238095238,0.08,0.084,2,8,320,336
binary_tree_size65536_seed2_loads,tree,1000,0,WAM,0.08046327954977572,0.532,0.6118029028882777,0.07317073170731707,0.12398373983739837,0.48484848484848486,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.12653061224489795,0.12538540596094552,0.12642487046632125,0.12644889357218125,0.12506253126563283,5.819775196106805,0.08108108108108109,93.0,85.20870767104354,32.0,0.0,0.0,0.21428571428571427,0.7586206896551724,0.014,0.029,1,0,112,232
binary_tree_size65536_seed2_loads,tree,1000,1,WAM,0.030565848933259643,0.555,0.6180473782787596,0.0701219512195122,0.12601626016260162,0.3942505133470226,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.13537117903930132,0.12101210121012101,0.1352549889135255,0.13528748590755355,0.12506253126563283,5.819775196106805,0.08008008008008008,89.0,84.99585348997927,32.0,0.16666666666666666,0.0,0.5,0.6046511627906976,0.036,0.043,1,6,288,344
binary_tree_size65536_seed2_loads,tree,1000,2,WAM,0.04667303129241618,0.563,0.604494865044021,0.07215447154471545,0.12398373983739837,0.36738703339882123,0.12377994610057753,0.10099466051039967,0.022785285590177867,0.1310418904403867,0.12554112554112554,0.13100436681222707,0.13111111111111112,0.12506253126563283,5.819775196106805,0.08408408408408409,101.0,90.84243261921216,32.0,0.15789473684210525,0.0,0.40425531914893614,0.4426229508196721,0.047,0.061,5,22,376,488
binary_tree_size65536_seed3_loads,tree,100,0,WAM,0.29497423685492863,0.5,0.6093622635546242,0.08333333333333333,0.11904761904761904,0.01,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.16,0.11764705882352941,0.16666666666666666,0.16666666666666666,0.12506253126563283,5.768433982417577,0.0707070707070707,54.0,72.33721518987342,16,0.0,0.0,0.0,0.7647058823529411,0.1,0.17,0,0,80,136
binary_tree_size65536_seed3_loads,tree,100,1,WAM,0.2929742862927718,0.43,0.648991804408976,0.05952380952380952,0.11904761904761904,0.1348314606741573,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.13333333333333333,0.14705882352941177,0.13333333333333333,0.12244897959183673,0.12506253126563283,5.768433982417577,0.06060606060606061,41.0,73.23037974683544,16,0.0,0.0,0.0,0.7692307692307693,0.0,0.13,0,0,0,104
binary_tree_size65536_seed3_loads,tree,100,2,WAM,0.2679875914555372,0.41,0.6305291121404423,0.05952380952380952,0.11904761904761904,0.08602150537634409,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.11904761904761904,0.1038961038961039,0.11594202898550725,0.11320754716981132,0.12506253126563283,5.768433982417577,0.06060606060606061,44.0,72.84759493670886,16,0.0,0.0,0.0,0.5263157894736842,0.02,0.19,0,0,16,152
binary_tree_size65536_seed3_loads,tree,500,0,WAM,0.07217328398792056,0.44,0.6432881364166158,0.07024793388429752,0.12396694214876033,0.3069620253164557,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.14187643020594964,0.11926605504587157,0.13921113689095127,0.13975903614457832,0.12506253126563283,5.768433982417577,0.06613226452905811,93.0,80.72168421052632,16,0.0,0.0,0.5555555555555556,0.75,0.036,0.048,8,2,144,192
binary_tree_size65536_seed3_loads,tree,500,1,WAM,0.10807336061328798,0.46,0.6512798166611442,0.07024793388429752,0.12396694214876033,0.39615384615384613,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.13215859030837004,0.1297539149888143,0.13211845102505695,0.13114754098360656,0.12506253126563283,5.768433982417577,0.06412825651302605,74.0,74.85052631578948,16,0.5,0.2777777777777778,0.4444444444444444,0.6666666666666666,0.018,0.054,0,0,72,216
binary_tree_size65536_seed3_loads,tree,500,2,WAM,0.08649801923887823,0.437,0.6357477434940875,0.07024793388429752,0.12396694214876033,0.35125448028673834,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.12396694214876033,0.12159329140461216,0.12366737739872068,0.12362030905077263,0.12506253126563283,5.768433982417577,0.06212424849699399,72.0,73.47284210526315,16,0.0,0.23529411764705882,1.0,0.4358974358974359,0.012,0.078,0,4,48,312
binary_tree_size65536_seed3_loads,tree,1000,0,WAM,0.029801318191784443,0.431,0.6507941124870699,0.06808943089430894,0.12398373983739837,0.36616702355460384,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.13732004429678848,0.12235817575083426,0.13692480359147025,0.13714285714285715,0.12506253126563283,5.768433982417577,0.06406406406406406,118.0,89.80660869565217,16,0.0,0.0,0.6521739130434783,0.75,0.023,0.024,8,4,184,192
binary_tree_size65536_seed3_loads,tree,1000,1,WAM,0.003788988339986088,0.439,0.6646243147002058,0.0701219512195122,0.12601626016260162,0.44395604395604393,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.13671444321940462,0.12333333333333334,0.1367713004484305,0.13636363636363635,0.12506253126563283,5.768433982417577,0.06506506506506507,107.0,84.42226086956522,16,0.5,0.0,0.23529411764705882,0.13793103448275862,0.017,0.029,6,12,136,232
binary_tree_size65536_seed3_loads,tree,1000,2,WAM,0.019293362702475614,0.443,0.6457289768213229,0.07113821138211382,0.12398373983739837,0.4513888888888889,0.09137393384696493,0.08760358720842848,0.0037703466385364537,0.13038906414300735,0.12182203389830508,0.13034188034188035,0.13043478260869565,0.12506253126563283,5.768433982417577,0.06306306306306306,101.0,81.50330434782609,16,0.0,0.1,1.0,0.6060606060606061,0.003,0.033,0,2,24,264
binary_tree_size65536_seed4_loads,tree,100,0,WAM,0.2817121507325291,0.455,0.5537435765135964,0.07142857142857142,0.11904761904761904,0.06315789473684211,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.12121212121212122,0.13043478260869565,0.11904761904761904,0.11764705882352941,0.12506253126563283,5.529042256399802,0.1111111111111111,54.0,74.32638888888889,32.0,0.5,0.0,0.5714285714285714,0.9333333333333333,0.07,0.15,0,0,56,120
binary_tree_size65536_seed4_loads,tree,100,1,WAM,0.02593723783288171,0.445,0.5436703238853587,0.08333333333333333,0.11904761904761904,0.06315789473684211,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.11904761904761904,0.12987012987012986,0.11594202898550725,0.11320754716981132,0.12506253126563283,5.529042256399802,0.10101010101010101,55.0,74.87996031746032,32.0,0.0,0.0,0.625,0.7333333333333333,0.16,0.15,0,0,128,120
binary_tree_size65536_seed4_loads,tree,100,2,WAM,0.2584692456323321,0.47,0.5751010340596422,0.07142857142857142,0.11904761904761904,0.13095238095238096,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.11904761904761904,0.1038961038961039,0.11594202898550725,0.11320754716981132,0.12506253126563283,5.529042256399802,0.12121212121212122,45.0,73.5704365079365,32.0,0.0,0.0,0.0,0.3225806451612903,0.04,0.31,0,0,32,248
binary_tree_size65536_seed4_loads,tree,500,0,WAM,0.1583930324075924,0.473,0.5770756177320878,0.0743801652892562,0.12396694214876033,0.40569395017793597,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.12783505154639174,0.12552301255230125,0.1276595744680851,0.1277533039647577,0.12506253126563283,5.529042256399802,0.1062124248496994,84.0,75.2657284768212,32.0,0.4,0.0,0.5,1.0,0.02,0.032,1,0,80,128
binary_tree_size65536_seed4_loads,tree,500,1,WAM,0.015051821517317876,0.435,0.5717133945414061,0.0743801652892562,0.12396694214876033,0.3111888111888112,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.12875536480686695,0.12200435729847495,0.1286031042128603,0.12873563218390804,0.12506253126563283,5.529042256399802,0.1062124248496994,77.0,75.46605960264901,32.0,0.0,0.0,0.7368421052631579,0.7142857142857143,0.038,0.042,0,0,152,168
binary_tree_size65536_seed4_loads,tree,500,2,WAM,0.12489902623732929,0.447,0.6256816358030164,0.07231404958677685,0.12396694214876033,0.38596491228070173,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.12605042016806722,0.11940298507462686,0.12581344902386118,0.1258426966292135,0.12506253126563283,5.529042256399802,0.11222444889779559,80.0,75.83526490066225,32.0,0.15384615384615385,0.0,0.7647058823529411,0.8076923076923077,0.034,0.052,0,0,136,208
binary_tree_size65536_seed4_loads,tree,1000,0,WAM,0.09634940157603955,0.461,0.5744997176769472,0.07520325203252033,0.12398373983739837,0.4611764705882353,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.12588832487309645,0.12474437627811862,0.12577319587628866,0.12578616352201258,0.12506253126563283,5.529042256399802,0.1061061061061061,84.0,77.24074074074075,32.0,0.5,0.125,0.4,1.0,0.015,0.024,1,0,120,192
binary_tree_size65536_seed4_loads,tree,1000,1,WAM,0.11687999198860011,0.466,0.5853280379423997,0.07926829268292683,0.12601626016260162,0.4861111111111111,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.12836438923395446,0.12304483837330553,0.12828601472134596,0.12834224598930483,0.12506253126563283,5.529042256399802,0.10810810810810811,84.0,76.20919067215364,32.0,0.5,0.2926829268292683,0.4,0.6119402985074627,0.015,0.067,1,14,120,536
binary_tree_size65536_seed4_loads,tree,1000,2,GMC-style,-0.029084864558055923,0.469,0.6122814664976706,0.07520325203252033,0.12398373983739837,0.47098214285714285,0.1006263452526414,0.08539642179729427,0.015229923455347127,0.12629399585921325,0.12304483837330553,0.12618296529968454,0.12620320855614972,0.12506253126563283,5.529042256399802,0.1111111111111111,84.0,77.64677640603567,32.0,0.2222222222222222,0.09090909090909091,0.7714285714285715,0.88,0.035,0.05,0,3,280,400
graph_bfs_size65536_seed0_loads,graph,100,0,WAM,0.040834692775538084,0.42193837535014006,0.5316666666666666,0.0,0.0,0.01,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,91.0,702.0606936416185,632.0,0.0,0.0,0.13846153846153847,0.20689655172413793,0.65,0.58,0,0,520,464
graph_bfs_size65536_seed0_loads,graph,100,1,WAM,0.07622169125524514,0.41200840336134453,0.49733333333333335,0.0,0.0,0.01,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,91.0,639.6729106628242,632.0,0.0,0.0,0.2,0.29508196721311475,0.65,0.61,0,0,520,488
graph_bfs_size65536_seed0_loads,graph,100,2,GMC-style,-0.11978485391810922,0.4278207282913165,0.31,0.0,0.0,0.01,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,90.0,660.6702127659574,632.0,0.0,0.0,0.234375,0.1875,0.64,0.32,0,0,512,256
graph_bfs_size65536_seed0_loads,graph,500,0,GMC-style,-0.010239472362869595,0.41061484593837533,0.5133,0.0,0.0,0.002,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,452.0,836.015984015984,1149,0.0,0.0,0.14361702127659576,0.14367816091954022,0.752,0.696,0,2,3008,2784
graph_bfs_size65536_seed0_loads,graph,500,1,GMC-style,-0.026479624982784777,0.4103357142857143,0.44403333333333334,0.0,0.0,0.002,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,452.0,750.6282998944034,632,0.0,0.0,0.22994652406417113,0.25666666666666665,0.748,0.6,0,0,2992,2400
graph_bfs_size65536_seed0_loads,graph,500,2,GMC-style,-0.14856737337329107,0.42353893557422967,0.3682666666666667,0.0,0.0,0.002,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,451.0,649.6015801354401,587.0,0.0,0.0,0.27466666666666667,0.23376623376623376,0.75,0.462,0,1,3000,1848
graph_bfs_size65536_seed0_loads,graph,1000,0,GMC-style,-0.038755570851622734,0.41639474789915965,0.5155166666666666,0.0,0.0,0.001,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,870.0,928.2706222865412,1149.0,0.0,0.0,0.17709720372836218,0.1568627450980392,0.751,0.663,25,57,6008,5304
graph_bfs_size65536_seed0_loads,graph,1000,1,GMC-style,-0.021709318217850715,0.4118016106442577,0.4791047619047619,0.0,0.0,0.001,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,872.0,858.7626728110599,656.0,0.0,0.0,0.23834886817576564,0.2665589660743134,0.751,0.619,13,17,6008,4952
graph_bfs_size65536_seed0_loads,graph,1000,2,GMC-style,-0.09771394775651188,0.4183317927170868,0.38343333333333335,0.0,0.0,0.001,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,874.0,742.1309523809524,805.0,0.0,0.0,0.25132978723404253,0.2550607287449393,0.752,0.494,10,20,6016,3952
graph_bfs_size65536_seed1_loads,graph,100,0,WAM,0.040834692775538084,0.42193837535014006,0.5316666666666666,0.0,0.0,0.01,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,91.0,702.0606936416185,632.0,0.0,0.0,0.13846153846153847,0.20689655172413793,0.65,0.58,0,0,520,464
graph_bfs_size65536_seed1_loads,graph,100,1,WAM,0.07622169125524514,0.41200840336134453,0.49733333333333335,0.0,0.0,0.01,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,91.0,639.6729106628242,632.0,0.0,0.0,0.2,0.29508196721311475,0.65,0.61,0,0,520,488
graph_bfs_size65536_seed1_loads,graph,100,2,GMC-style,-0.11978485391810922,0.4278207282913165,0.31,0.0,0.0,0.01,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,90.0,660.6702127659574,632.0,0.0,0.0,0.234375,0.1875,0.64,0.32,0,0,512,256
graph_bfs_size65536_seed1_loads,graph,500,0,GMC-style,-0.010239472362869595,0.41061484593837533,0.5133,0.0,0.0,0.002,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,452.0,836.015984015984,1149,0.0,0.0,0.14361702127659576,0.14367816091954022,0.752,0.696,0,2,3008,2784
graph_bfs_size65536_seed1_loads,graph,500,1,GMC-style,-0.026479624982784777,0.4103357142857143,0.44403333333333334,0.0,0.0,0.002,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,452.0,750.6282998944034,632,0.0,0.0,0.22994652406417113,0.25666666666666665,0.748,0.6,0,0,2992,2400
graph_bfs_size65536_seed1_loads,graph,500,2,GMC-style,-0.14856737337329107,0.42353893557422967,0.3682666666666667,0.0,0.0,0.002,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,451.0,649.6015801354401,587.0,0.0,0.0,0.27466666666666667,0.23376623376623376,0.75,0.462,0,1,3000,1848
graph_bfs_size65536_seed1_loads,graph,1000,0,GMC-style,-0.038755570851622734,0.41639474789915965,0.5155166666666666,0.0,0.0,0.001,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,870.0,928.2706222865412,1149.0,0.0,0.0,0.17709720372836218,0.1568627450980392,0.751,0.663,25,57,6008,5304
graph_bfs_size65536_seed1_loads,graph,1000,1,GMC-style,-0.021709318217850715,0.4118016106442577,0.4791047619047619,0.0,0.0,0.001,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,872.0,858.7626728110599,656.0,0.0,0.0,0.23834886817576564,0.2665589660743134,0.751,0.619,13,17,6008,4952
graph_bfs_size65536_seed1_loads,graph,1000,2,GMC-style,-0.09771394775651188,0.4183317927170868,0.38343333333333335,0.0,0.0,0.001,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,874.0,742.1309523809524,805.0,0.0,0.0,0.25132978723404253,0.2550607287449393,0.752,0.494,10,20,6016,3952
graph_bfs_size65536_seed2_loads,graph,100,0,WAM,0.040834692775538084,0.42193837535014006,0.5316666666666666,0.0,0.0,0.01,0.36464559072014074,0.0,0.36464559072014074,0.0,0.0,0.0,0.0,0.727863931965983,2.992256070043299,0.0,91.0,702.0606936416185,632.0,0.0,0.0,0.13846153846153847,0.20689655172413793,0.65,0.58,0,0,520,464
